"year","country","school_id","student_id","mother_educ","father_educ","gender","computer","internet","math","read","science","stu_wgt","desk","room","dishwasher","television","computer_n","car","book","wealth","escs"
"2018","CHE","75600228","75601424","ISCED 3B, C","ISCED 3B, C","female","yes","yes",550.996,455.89,502.546,15.21399,"yes","yes",,"2","2","2","26-100",0.2292,0.4605
"2018","CHE","75600033","75600956","ISCED 3B, C","ISCED 3A","female","yes","yes",458.004,527,502.207,14.76445,"yes","yes",,"1","3+","0","more than 500",0.0613,1.211
"2018","CHE","75600210","75604774","ISCED 3B, C","ISCED 3B, C","male","yes","yes",543.036,491.927,554.813,11.62699,"yes","yes",,"2","3+","2","26-100",0.5965,-0.0335
"2018","CHE","75600042","75600844","ISCED 3A","ISCED 3A","male","yes","yes",620.668,589.877,542.444,8.79983,"yes","yes",,"2","3+","2","more than 500",1.006,1.6185
"2018","CHE","75600015","75600329","ISCED 3A","ISCED 3B, C","female","yes","yes",525.5,537.123,555.828,11.89183,"yes","yes",,"3+","3+","3+","101-200",1.4525,1.1976
"2018","CHE","75600092","75600497","ISCED 3B, C","ISCED 3B, C","female","yes","yes",526.772,517.627,500.297,12.88926,"yes","yes",,"3+","3+","2","0-10",0.4781,-0.5288
"2018","CHE","75600123","75604332","ISCED 3B, C","ISCED 3B, C","male","yes","yes",544.784,411.321,463.341,30.61174,"yes","yes",,"2","3+","2","0-10",0.4583,-0.0736
"2018","CHE","75600112","75603874","ISCED 3B, C","ISCED 3B, C","female","yes","yes",384.959,253.371,297.375,13.42487,"yes","yes",,"3+","3+",,"26-100",1.8469,1.417
"2018","CHE","75600107","75600458","ISCED 3B, C","ISCED 3B, C","male","yes","yes",448.045,493.382,545.602,2.8974,"yes","yes",,"3+","1","3+","0-10",0.8093,-0.2645
"2018","CHE","75600071","75600344","ISCED 3B, C","ISCED 3B, C","male","yes","yes",409.39,422.496,475.649,11.71865,"yes","yes",,"2","3+","2","11-25",0.2763,-0.2876
"2018","CHE","75600129","75603173","ISCED 3B, C","ISCED 3A","female","yes","yes",373.586,390.507,380.952,9.83686,"yes","yes",,"2","2","1","0-10",-0.6347,0.5134
"2018","CHE","75600035","75601215","ISCED 2","ISCED 1","male","yes","yes",420.294,390.354,375.731,13.57548,"yes","yes",,"2","2","2","0-10",-0.0045,-0.8783
"2018","CHE","75600188","75604664","ISCED 3B, C","ISCED 3A","male","yes","yes",725.26,607.118,713.126,15.45573,"yes","yes",,"2","3+","3+","101-200",0.6401,1.0126
"2018","CHE","75600013","75606509","ISCED 3B, C","ISCED 3B, C","male","yes","yes",637.839,544.333,677.235,14.20978,"yes","yes",,"1","2","2","26-100",-0.8211,-0.9582
"2018","CHE","75600057","75606280","ISCED 1","ISCED 1","male","yes","yes",423.235,407.073,411.86,12.70925,"yes","yes",,"1","2","2","26-100",-0.4392,-1.8392
"2018","CHE","75600148","75604097","ISCED 3A","ISCED 3B, C","female",,"yes",553.525,606.056,576.205,11.46681,"yes","yes",,"1","3+","1","101-200",-0.2101,0.1147
"2018","CHE","75600199","75601256","less than ISCED1","ISCED 1","female","yes","yes",458.683,427.428,490.809,6.01103,"yes","no",,"1","0","0","101-200",-1.8352,-2.5441
"2018","CHE","75600154","75605279","ISCED 3B, C","ISCED 1","male","yes","yes",541.7,518.486,459.107,14.91652,"no","yes",,"2","2","3+","0-10",0.5603,-0.2949
"2018","CHE","75600034","75601157","ISCED 1",,"male","yes","yes",325.943,213.498,285.353,11.38601,"yes","yes",,"2",,"2","0-10",0.4454,-1.16
"2018","CHE","75600158","75605302","ISCED 3A","ISCED 3A","female","yes","yes",591.241,612.202,560.978,13.45811,"yes","yes",,"2","1","2","201-500",-0.2216,0.8308
"2018","CHE","75600119","75600020","ISCED 3A","ISCED 3A","male","yes","yes",577.283,572.224,569.613,23.10571,"yes","yes",,"1","3+","1","201-500",0.1505,0.7873
"2018","CHE","75600102","75601486","ISCED 3B, C","ISCED 3B, C","male","yes","yes",464.299,435.533,476.436,15.13868,"no","yes",,"3+","2","1","26-100",0.2077,-0.8788
"2018","CHE","75600171","75604606","ISCED 1","ISCED 1","male","yes","yes",467.097,386.571,457.098,13.05258,"yes","yes",,"1","3+","1","0-10",-0.1446,-2.1604
"2018","CHE","75600142","75604806","ISCED 3B, C","ISCED 3A","female","yes","yes",576.337,604.659,558.896,16.0195,"yes","yes",,"3+","3+","1","201-500",0.7568,0.7473
"2018","CHE","75600163","75601030","ISCED 3B, C","ISCED 3B, C","male","yes","yes",513.719,552.843,480.13,16.00528,"yes","yes",,"2","2","2","11-25",0.1504,-0.1529
"2018","CHE","75600019","75601031","ISCED 3B, C","ISCED 3B, C","male","yes","yes",661.248,647.69,706.876,2.76605,"yes","yes",,"1","2","1","11-25",-0.666,-0.9656
"2018","CHE","75600217","75603725","ISCED 2","ISCED 2","female","yes","yes",498.903,496.228,487.58,17.36532,"yes","yes",,"1","1","1","0-10",-1.3985,-1.8413
"2018","CHE","75600228","75601638","ISCED 3B, C","ISCED 3B, C","male","yes","yes",667.868,564.651,654.742,15.1979,"yes","yes",,"1","3+","3+","26-100",0.3721,0.0756
"2018","CHE","75600097","75603311","ISCED 3A","ISCED 3A","male","yes","yes",648.89,663.173,587.014,19.07726,"yes","yes",,"2","2","1","more than 500",-0.4146,0.9596
"2018","CHE","75600184","75602719","ISCED 2","ISCED 2","female","yes","yes",329.324,363.276,358.633,14.70765,"yes","yes",,"1","2","2","0-10",0.0675,-0.4664
"2018","CHE","75600033","75604467","ISCED 3B, C","ISCED 3A","female","yes","yes",545.396,611.292,591.329,14.76445,"yes","yes",,"3+","1","0","26-100",-0.2964,0.2413
"2018","CHE","75600040","75600913","ISCED 2","ISCED 2","male","yes","yes",573.576,452.629,439.999,13.04975,"yes","yes",,"2","1","2","26-100",0.0525,-1.1386
"2018","CHE","75600229","75600399","ISCED 3A","ISCED 3A","male","yes","yes",664.121,598.318,630.157,13.41391,"yes","yes",,"2","3+","2","201-500",1.2898,1.4308
"2018","CHE","75600219","75604442","ISCED 3B, C","ISCED 3A","female","yes","yes",680.459,687.525,652.852,14.65232,"yes","yes",,"0","3+","1","201-500",0.1274,0.912
"2018","CHE","75600066","75600335","ISCED 1","ISCED 1","male","yes","yes",535.488,435.447,461.275,12.97313,"yes","yes",,"3+","2","0","0-10",-0.3089,-2.1348
"2018","CHE","75600179","75602949","ISCED 1","ISCED 2","male","yes","yes",566.82,540.368,476.614,21.93352,"yes","yes",,"1","2","1","0-10",-0.6223,-0.4905
"2018","CHE","75600117","75606424","ISCED 3B, C","ISCED 3B, C","male","yes","yes",634.923,624.951,611.249,3.85991,"yes","yes",,"1","3+","1","26-100",-0.0242,-0.6809
"2018","CHE","75600069","75604219","ISCED 2","ISCED 3A","female","yes","yes",548.517,553.543,554.396,13.59349,"yes","yes",,"3+","3+","2","201-500",1.0304,1.4263
"2018","CHE","75600030","75604976","ISCED 3B, C","ISCED 3A","female","yes","yes",545.329,509.497,528.737,14.59063,"yes","yes",,"2","3+","2","more than 500",1.1956,1.7243
"2018","CHE","75600139","75600218","ISCED 3A","ISCED 3A","female","yes","yes",696.966,801.096,733.325,12.7848,"yes","yes",,"2","3+",,"more than 500",1.3006,1.091
"2018","CHE","75600128","75601367","ISCED 2","ISCED 2","male","yes","yes",592.815,648.063,610.796,14.08275,"yes","no",,"1","2","0","101-200",-0.9549,-1.8005
"2018","CHE","75600191","75601338","ISCED 2","ISCED 2","male","yes","yes",474.686,296.651,447.448,13.60801,"no","yes",,"2","2","2","0-10",-0.1853,-1.049
"2018","CHE","75600087","75601097","ISCED 3A","ISCED 3A","male","yes","yes",642.681,692.435,705.591,8.42026,"yes","yes",,"2","2","2","201-500",-0.0387,1.182
"2018","CHE","75600117","75602000","ISCED 3B, C","ISCED 3A","female","yes","yes",641.744,559.996,534.831,3.47658,"yes","yes",,"2","3+","2","11-25",0.5022,-0.1393
"2018","CHE","75600212","75600262","ISCED 3B, C","ISCED 3B, C","female","yes","yes",473.085,470.852,506.843,15.21547,"yes","yes",,"3+","2","2","26-100",0.2212,-0.3388
"2018","CHE","75600212","75604350",,,"male","yes","yes",530.897,432.873,474.057,14.90757,"yes","yes",,"3+","3+","2","26-100",0.407,
"2018","CHE","75600112","75602046","ISCED 3B, C","ISCED 3B, C","female","yes","yes",384.64,309.914,265.991,13.42487,"yes","yes",,"1","2","2","0-10",0.0714,0.2735
"2018","CHE","75600213","75601489","ISCED 2","ISCED 3B, C","female","yes","yes",497.415,528.888,469.729,2.40762,"yes","yes",,"1","1","1","26-100",-0.8494,-1.1283
"2018","CHE","75600229","75605785","ISCED 2","ISCED 3B, C","male","yes","yes",642.953,596.049,678.056,13.41391,"yes","yes",,"1","3+","1","26-100",0.016,0.0272
"2018","CHE","75600229","75604393","ISCED 3B, C","ISCED 3B, C","female","yes","yes",577.862,488.93,522.032,13.41302,"yes","yes",,"2","3+","2","26-100",0.551,-0.2472
"2018","CHL","15200260","15202275","ISCED 3A","ISCED 3A","female","yes","yes",409.871,592.594,463.537,23.8729,"no","no",,"2","1","0","11-25",-2.2581,0.0859
"2018","CHL","15200159","15209856","ISCED 3B, C","ISCED 3B, C","female","no","yes",354.619,355.993,329.079,38.22004,"no","yes",,"3+","0","2","0-10",-1.6345,-1.2983
"2018","CHL","15200081","15202312","ISCED 3B, C","ISCED 3B, C","female","yes","yes",500.996,504.067,521.783,10.31733,"yes","yes",,"3+","2","2","11-25",0.5245,0.4346
"2018","CHL","15200156","15208618","ISCED 2","ISCED 2","male","no","no",382.537,386.993,438.871,27.09161,"yes","yes",,"1","0","1","0-10",-2.6021,-2.4524
"2018","CHL","15200063","15209199","ISCED 3B, C","ISCED 3B, C","male","yes","yes",254.59,293.496,372.99,32.77006,"yes","yes",,"3+","3+","1","0-10",-0.3996,-0.3188
"2018","CHL","15200033","15200191","ISCED 3A","ISCED 3A","female","yes","yes",457.044,538.248,456.22,28.79308,"yes","no",,"3+","3+","1","26-100",-1.3294,0.2703
"2018","CHL","15200170","15202505","ISCED 3A","ISCED 3B, C","male","yes","yes",485.766,578.049,573.186,41.60678,"yes","yes",,"3+","3+","2","more than 500",-0.1527,1.0866
"2018","CHL","15200218","15200345","ISCED 3A","ISCED 2","female","yes","yes",491.969,540.35,560.22,40.28044,"yes","yes",,"3+","1","0","26-100",-1.6459,-1.5094
"2018","CHL","15200178","15203458","ISCED 3A","ISCED 3B, C","male","yes","yes",481.886,544.633,615.074,11.58966,"yes","yes",,"3+","2",,"201-500",0.5586,1.0364
"2018","CHL","15200075","15202822","ISCED 2","ISCED 3B, C","female","no","yes",296.75,459.104,319.657,31.01661,"yes","yes",,"3+","1","1","0-10",-1.3507,-1.4086
"2018","CHL","15200040","15208749","ISCED 3B, C","ISCED 3B, C","female","yes","yes",404.148,451.008,372.803,28.31951,"yes","yes",,"3+","1","2","11-25",-0.0369,-0.1422
"2018","CHL","15200019","15203841","ISCED 3A","ISCED 3A","male","yes","yes",557.944,573.986,574.81,29.66806,"yes","yes",,"3+","3+","2","26-100",0.3526,1.1428
"2018","CHL","15200091","15209765","ISCED 3B, C","ISCED 3B, C","female","yes","yes",497.092,510.909,500.712,8.46601,"yes","yes",,"2","3+","2","26-100",0.0965,1.1781
"2018","CHL","15200230","15207212",,,"female","yes","yes",391.176,540.76,453.224,29.26349,"yes","yes",,"2","3+","1","11-25",-0.3842,0.7937
"2018","CHL","15200106","15208631","ISCED 3A","ISCED 3A","female","yes","yes",526.789,670.107,585.432,29.36257,"yes","yes",,"2","2","2","more than 500",-0.1588,1.0846
"2018","CHL","15200189","15201631","ISCED 2","ISCED 3B, C","male","yes","yes",330.281,417.383,420.731,34.70068,"yes","yes",,"3+","1","1","11-25",-1.2145,-1.0933
"2018","CHL","15200018","15204510",,,"male",,,277.154,317.714,332.923,30.65491,,,,,,,,,
"2018","CHL","15200066","15201918",,,"male","yes","yes",425.25,388.512,443.421,36.04301,"no","yes",,"2","3+","2","11-25",-0.6227,-0.1582
"2018","CHL","15200163","15202447","ISCED 3A","ISCED 2","female","yes","yes",324.807,369.023,317.638,31.18969,"yes","yes",,"3+","1","1","0-10",-1.2145,-1.1598
"2018","CHL","15200050","15207175","ISCED 3A","ISCED 3B, C","male","yes","yes",355.714,417.772,511.126,33.83157,"yes","yes",,"2","1","1","26-100",-0.9724,-0.6797
"2018","CHL","15200005","15209232","ISCED 2","ISCED 3B, C","male","yes","yes",386.232,436.208,449.08,9.92478,"yes","yes",,"3+","3+","3+","11-25",1.0546,1.2057
"2018","CHL","15200259","15203793","ISCED 3A","ISCED 3A","male","yes","yes",492.599,534.799,436.579,34.51431,"yes","no",,"3+","3+","3+","201-500",0.8213,0.2827
"2018","CHL","15200087","15202811","ISCED 3A","ISCED 3A","female","no","yes",506.941,564.763,547.791,27.44814,"no","yes",,"3+","2","1","26-100",-0.2531,0.0813
"2018","CHL","15200019","15205204","ISCED 3A","ISCED 3B, C","male","yes","yes",501.65,532.184,481.024,29.66806,"yes","yes",,"3+","3+","1","26-100",-0.191,0.7263
"2018","CHL","15200164","15201205",,,"male","yes","yes",386.979,353.952,379.699,39.93558,"yes","no",,"3+","2","0","26-100",-0.8068,
"2018","CHL","15200050","15202889","ISCED 3A","ISCED 3A","male","yes","yes",342.06,430.933,395.291,33.83157,"yes","yes",,"3+","2","3+","0-10",-0.1569,-0.7161
"2018","CHL","15200119","15204662","ISCED 3A","ISCED 3A","female","no","yes",319.326,490.759,414.426,42.06241,"yes","yes",,"2","0","1","26-100",-1.4515,-0.727
"2018","CHL","15200075","15210168","ISCED 3A","ISCED 3B, C","male","yes","yes",506.97,478.024,460.828,40.70319,,"yes",,"3+","2","1","11-25",-0.8494,-0.2679
"2018","CHL","15200218","15202273",,"less than ISCED1","female","yes","yes",431.991,403.636,423.273,40.28044,"yes","yes",,"3+","1","0","0-10",-1.4942,-2.4494
"2018","CHL","15200124","15204896","ISCED 2","ISCED 2","female","yes","no",368.022,505.555,397.345,31.13012,"yes","yes",,"1","1","1","0-10",-2.1587,-2.0655
"2018","CHL","15200006","15210701","ISCED 3A","ISCED 3B, C","female","no","no",514.009,562.01,550.567,29.98536,"no","yes",,"2","0","0","26-100",-2.5024,-0.0562
"2018","CHL","15200259","15200231","ISCED 3B, C","ISCED 3B, C","female","yes","yes",392.945,398.82,453.953,33.39863,"no","yes",,"3+","2","1","11-25",-0.7882,-1.1746
"2018","CHL","15200142","15205944","ISCED 3A","ISCED 3A","female","yes","yes",396.745,371.8,334.312,36.68495,"yes","yes",,"2","1","0","26-100",-2.0449,-1.5795
"2018","CHL","15200077","15205025","ISCED 3A","ISCED 3A","female","yes","yes",558.079,695.795,639.99,9.72874,"yes","yes",,"2","3+","1","201-500",0.1762,1.1676
"2018","CHL","15200061","15204822","ISCED 3A","ISCED 3B, C","male","yes","yes",527.617,464.211,494.364,30.40849,"yes","yes",,"3+","1","0","11-25",-1.476,-1.4822
"2018","CHL","15200151","15201116","ISCED 3A","ISCED 3A","male","yes","yes",519.517,585.826,616.414,43.84878,"no","yes",,"3+","1","1","11-25",-1.2145,-0.6366
"2018","CHL","15200116","15209002","ISCED 3A","ISCED 3A","female","yes","yes",484.171,537.875,500.629,6.51943,"yes","yes",,"3+","2","2","11-25",0.0342,0.9128
"2018","CHL","15200038","15203322","ISCED 3A","ISCED 3A","female","yes","yes",536.56,593.442,576.618,9.80604,"yes","yes",,"3+","3+","3+","201-500",1.7684,1.9783
"2018","CHL","15200080","15202798","ISCED 3A","ISCED 3A","female","yes","yes",504.695,564.223,499.403,8.2306,"yes","yes",,"3+","3+","2","26-100",0.8394,1.0534
"2018","CHL","15200177","15207628","ISCED 3B, C","ISCED 3B, C","female","no","yes",511.698,602.752,602.326,9.74084,"yes","yes",,"1","2","0","201-500",-1.1083,0.3384
"2018","CHL","15200044","15200693","ISCED 3A","ISCED 3A","female","yes","yes",442.033,481.948,515.815,7.71618,"yes","yes",,"3+","3+","3+","101-200",1.3293,1.6363
"2018","CHL","15200023","15207536","ISCED 3A","ISCED 3A","female","yes","yes",407.301,421.179,456.444,33.0866,"yes","yes",,"3+","2","0","0-10",-0.4014,-1.0086
"2018","CHL","15200143","15209894","ISCED 3A","ISCED 3B, C","male","yes","yes",565.141,547.161,390.714,33.57677,"yes","yes",,"3+","2","2","0-10",-0.3989,-0.4483
"2018","CHL","15200208","15203674","ISCED 3A","ISCED 3A","male","yes","yes",311.12,371.493,343.538,39.30406,"yes","yes",,"3+","1","2","0-10",-0.6569,-0.639
"2018","CHL","15200100","15203468","ISCED 3A","ISCED 3A","male","yes","yes",623.245,653.041,640.501,8.86376,"yes","yes",,"3+","3+","2","101-200",0.844,1.6419
"2018","CHL","15200151","15207652","ISCED 3A","ISCED 3B, C","male","yes","yes",368.452,390.227,393.532,40.38703,"no","yes",,"3+","1","2","11-25",-0.6874,-0.4418
"2018","CHL","15200092","15204424","ISCED 2","ISCED 3B, C","male","yes","yes",388.49,488.747,520.959,32.3703,"yes","yes",,"3+","3+","1","0-10",-0.3663,-0.3797
"2018","CHL","15200086","15207523","ISCED 3A","ISCED 3A","male","yes","yes",467.251,540.873,532.404,7.99717,"yes","yes",,"3+","2","0","11-25",-0.5899,0.8284
"2018","CHL","15200104","15201114","less than ISCED1","ISCED 2","male","yes","yes",381.17,426.48,395.843,61.10863,"yes","yes",,"3+","2","0","0-10",-0.9692,-1.7517
"2018","CHL","15200237","15204070","ISCED 2","ISCED 2","male","yes","yes",387.589,439.471,540.516,20.33112,"yes","yes",,"1","1","1","11-25",-1.8405,-1.7666
"2018","COL","17000118","17005755","ISCED 1","ISCED 1","female","no","no",412.947,330.766,347.782,157.03382,"yes","no",,"0","0","0","0-10",-3.3412,-3.0815
"2018","COL","17000122","17002728","ISCED 1","ISCED 1","female","no","no",422.862,401.818,388.835,47.8863,"yes","no",,"2","1","0","0-10",-2.6123,-2.7917
"2018","COL","17000205","17000155","ISCED 3B, C","ISCED 3B, C","female","yes","yes",470.25,465.901,401.316,90.72043,"no","yes",,"2","1","0","0-10",-2.053,-0.7584
"2018","COL","17000017","17007681","ISCED 3B, C","ISCED 2","male","yes","yes",323.542,355.009,419.238,45.49154,"no","yes",,"3+","2","0","0-10",-1.1729,-0.5923
"2018","COL","17000085","17003950","ISCED 3A","ISCED 3B, C","male","yes","no",355.194,386.283,397.579,84.92472,"no","no",,"1","1","1","11-25",-2.4302,-0.3121
"2018","COL","17000041","17000906","ISCED 2","ISCED 3B, C","male","yes","no",454.65,417.778,523.603,2.92746,"no","no",,"3+","2","0","26-100",-1.7695,-1.3827
"2018","COL","17000038","17003916","ISCED 2","ISCED 2","female","no","no",302.979,318.423,264.985,84.19132,"no","no",,"1","0","0","0-10",-3.0723,-2.8058
"2018","COL","17000204","17005071","ISCED 3A","ISCED 3A","male","yes","yes",397.854,462.658,462.059,97.61707,"yes","no",,"1","1","1","0-10",-0.8913,-0.3793
"2018","COL","17000175","17008051","ISCED 2","less than ISCED1","female","yes","yes",523.837,538.966,559.597,34.7026,"yes","no",,"3+","1","0","11-25",-1.8051,-1.83
"2018","COL","17000184","17005758","ISCED 3A","ISCED 3A","male","no","yes",492.691,433.108,457.794,81.99713,"yes","yes",,"1","2","1","26-100",-1.0207,0.2381
"2018","COL","17000136","17006624","ISCED 3A","ISCED 2","female","no","yes",434.373,397.045,484.395,56.85172,"no","yes",,"3+","0","1","11-25",-1.405,-1.5117
"2018","COL","17000232","17001163","ISCED 3A",,"female","no","no",372.878,415.513,387.047,71.3853,,"yes",,"3+","1","0","0-10",-2.2407,-0.9292
"2018","COL","17000129","17005254","ISCED 2","ISCED 2","female","no","no",410.186,436.899,458.018,77.78338,"no","no",,"2","0","0","11-25",-3.1544,-2.5818
"2018","COL","17000180","17002568","ISCED 3A","ISCED 3A","female","no","no",371.182,315.899,333.742,83.22028,"yes","yes",,"3+","1","3+","26-100",-0.5289,-0.6004
"2018","COL","17000006","17001778","ISCED 3B, C","ISCED 3B, C","male","yes","no",419.669,402.153,379.657,88.89465,"yes","no",,"1","1","0","11-25",-2.8847,-1.6508
"2018","COL","17000136","17007426",,,"male",,,324.567,242.407,339.695,47.74367,,,,,,,,,
"2018","COL","17000225","17004322",,,"male",,,412.951,380.741,421.057,45.4835,,,,,,,,,
"2018","COL","17000070","17004762","ISCED 3B, C","ISCED 3B, C","male","no","yes",262.683,290.124,333.758,5.75536,"no","no",,"2","0",,"0-10",-2.2368,-1.977
"2018","COL","17000147","17001180","ISCED 3A","ISCED 3A","female","yes","yes",416.707,515.64,573.469,6.04885,"yes","yes",,"2","3+","2","101-200",0.7192,1.0808
"2018","COL","17000216","17007997","ISCED 1","ISCED 1","female",,,322.684,311.367,287.13,89.82355,,,,"2","0","0","11-25",-2.1337,-2.608
"2018","COL","17000211","17003475","ISCED 3A","ISCED 2","female","no","yes",335.421,493.788,469.268,65.90236,"yes","yes",,"3+","0","0","26-100",-1.253,-1.1685
"2018","COL","17000203","17000569","ISCED 2","ISCED 3B, C","male","yes","yes",387.761,405.716,344.772,17.38665,"yes","yes",,"2","2",,"26-100",-0.9264,-1.2961
"2018","COL","17000201","17001994","ISCED 3B, C","ISCED 3B, C","female","yes","yes",451.505,464.838,482.134,42.91408,"yes","yes",,"2","2","1","26-100",-0.3911,-0.4172
"2018","COL","17000015","17005532","ISCED 3A","ISCED 1","male","yes","yes",449.733,466.145,553.258,102.26765,"yes","yes",,"1","2","1","26-100",-0.5649,0.1029
"2018","COL","17000079","17001281","ISCED 3A","ISCED 3A","male","yes","yes",341.719,340.855,400.078,3.52745,"yes","yes",,"3+","1","1","101-200",-0.6454,-0.0478
"2018","COL","17000207","17004869","ISCED 3B, C","ISCED 3B, C","male","yes","no",412.086,418.221,543.313,2.74194,"yes","yes",,"2","2","0","11-25",-2.3664,-1.1559
"2018","COL","17000006","17005464","ISCED 2","ISCED 2","male","no","no",416.896,369.812,394.481,88.89465,"yes","yes",,"2","0","0","26-100",-3.4082,-2.3569
"2018","COL","17000205","17006381","ISCED 1","ISCED 3B, C","female","yes","yes",342.656,402.741,359.585,90.72043,"yes","yes",,"3+","1","0","0-10",-0.7386,-1.1497
"2018","COL","17000084","17008177","ISCED 3B, C","ISCED 3B, C","male","yes","yes",356.373,330.074,278.131,49.71567,"yes","no",,"2","1","1","0-10",-1.1921,-0.6095
"2018","COL","17000194","17001999",,,"female","yes","yes",470.481,498.434,482.026,33.70978,"no","yes",,"2","2","0","26-100",-1.0073,0.9967
"2018","COL","17000225","17000936","ISCED 3A","ISCED 3B, C","female","yes","yes",462.355,494.285,498.531,45.4835,"yes","no",,"2","1","0","0-10",-2.4271,-1.3085
"2018","COL","17000056","17002056","ISCED 3A","ISCED 2","male","yes","yes",335.737,386.077,374.874,72.99332,"yes","yes",,"3+","2","1","0-10",-0.5149,-0.4219
"2018","COL","17000113","17008569","ISCED 1","less than ISCED1","female","yes","yes",419.952,437.766,446.13,44.18829,"yes","yes",,"1","3+","1","11-25",-0.1497,-1.2386
"2018","COL","17000219","17001566","ISCED 1","ISCED 1","male","no","yes",240.458,275.265,355.949,27.01829,"no","yes",,"1","0","0","11-25",-2.0322,-2.5815
"2018","COL","17000152","17004688","ISCED 3A","ISCED 1","female","yes","yes",562.513,578.124,550.768,83.72114,"yes","yes",,"1","2","0","201-500",-1.1576,0.4667
"2018","COL","17000017","17000293","ISCED 3B, C","ISCED 3B, C","female","yes","yes",441.632,494.902,442.155,45.69139,"yes","yes",,"3+","2","2","11-25",-0.5587,-0.8943
"2018","COL","17000241","17000055","ISCED 2","ISCED 2","female","yes","yes",282.995,365.587,370.888,66.7796,"yes","yes",,"1","3+","1","26-100",-1.7419,0.2212
"2018","COL","17000231","17007008","ISCED 3A",,"male","yes","yes",497.468,568.817,576.306,45.83583,"yes","yes",,"3+","2","0","26-100",-1.1106,0.5092
"2018","COL","17000112","17005327",,,"female",,,430.289,433.219,439.202,87.97701,,,,,,,,,
"2018","COL","17000206","17004258","ISCED 3A","ISCED 3A","male","yes","yes",416.831,393.746,398.945,66.74019,"yes","yes",,"3+","1","1","101-200",-0.4294,0.0261
"2018","COL","17000045","17005170","ISCED 2","ISCED 3B, C","female","yes","yes",429.922,392.724,352.779,3.85442,"yes","yes",,"2","1","1","11-25",-0.606,-0.7391
"2018","COL","17000218","17005897","ISCED 1","ISCED 1","male","yes","yes",364.688,373.901,363.88,96.97466,"yes","yes",,"3+","1","0","0-10",-0.2683,-1.6661
"2018","COL","17000102","17006919","ISCED 3A","ISCED 3A","male","yes","yes",377.365,450.091,412.227,177.78929,"yes","yes",,"3+","1","1","101-200",-0.3808,0.8372
"2018","COL","17000040","17002637","less than ISCED1","ISCED 2","male","yes","yes",428.665,545.125,526.741,142.3545,"yes","yes",,"2","1","0","26-100",-0.6557,-1.0676
"2018","COL","17000195","17006889","ISCED 2","ISCED 2","female","yes","yes",363.84,418.141,412.605,18.50108,"yes","yes",,"3+","1","0","26-100",-0.475,-1.0835
"2018","COL","17000224","17006507","ISCED 2","ISCED 2","male","no","no",266.999,216.484,295.216,84.26533,"yes","yes",,"1","0","0","0-10",-4.3093,-2.1932
"2018","COL","17000207","17007481","ISCED 2",,"female","yes","yes",325.441,284.479,332.105,2.74194,"yes","yes",,"2","2",,"11-25",1.3837,-0.0194
"2018","COL","17000044","17004042","ISCED 3A","ISCED 3A","male","yes","yes",332.182,316.627,286.102,115.53423,"yes","yes",,"2","1","1","26-100",-0.0595,0.8914
"2018","COL","17000066","17001981","ISCED 3B, C","ISCED 3B, C","female","no","no",364.369,415.441,418.393,7.625,"yes","yes",,"1","0",,"11-25",-1.6389,-1.0015
"2018","COL","17000130","17007574","ISCED 1","ISCED 3B, C","male","yes","yes",420.252,441.682,462.93,117.3971,"yes","no",,"1","0","0","26-100",-2.8166,-1.0713
"2018","CRI","18800091","18801502","ISCED 1","ISCED 1","male","yes","yes",422.31,455.439,469.566,3.2916,"yes","no",,"3+","1","1","0-10",-1.1622,-2.3602
"2018","CRI","18800007","18800335","ISCED 3A","ISCED 2","male","no","no",472.339,494.112,450.863,3.97683,"no","yes",,"2","0","0","11-25",-2.4527,-1.0822
"2018","CRI","18800010","18801479","ISCED 2","ISCED 1","male","yes","yes",320.016,290.184,334.01,6.40476,"yes","yes",,"2","1","2","0-10",-0.1913,-1.1872
"2018","CRI","18800023","18800986","ISCED 1","ISCED 2","male","no","yes",436.546,470.279,443.199,5.69048,"no","no",,"1","0","0","0-10",-1.9721,-1.8846
"2018","CRI","18800196","18800273","ISCED 1","ISCED 1","male","no","yes",347.059,332.62,357.6,6.68887,"no","no",,,"0",,"11-25",-3.0346,-3.0113
"2018","CRI","18800061","18802585","less than ISCED1","less than ISCED1","male","yes","yes",291.418,273.036,231.143,5.315,"yes","yes",,"3+","1","0","11-25",-0.9271,-2.7019
"2018","CRI","18800021","18803495","ISCED 2","ISCED 2","male","no","no",225.173,233.324,384.402,14.38244,"yes","no",,"2","0",,"0-10",-2.2728,-1.8689
"2018","CRI","18800040","18800888","ISCED 1","ISCED 2","female","yes","yes",409.993,389.389,384.8,5.77956,"yes","yes",,"2","1","0","0-10",-1.5297,-2.0647
"2018","CRI","18800205","18801688","less than ISCED1","ISCED 1","female","yes","no",371.355,454.36,444.224,6.05329,"yes","yes",,"2","1","1","11-25",-2.1176,-2.7769
"2018","CRI","18800017","18800053","ISCED 2","ISCED 2","female","yes","yes",320.171,399.918,313.761,5.95102,"yes","yes",,"2","1","1","0-10",-1.3805,-0.9442
"2018","CRI","18800024","18805847","ISCED 3B, C",,"female","no","yes",391.02,472.123,438.004,1.89946,"yes","yes",,"3+","0","1","11-25",-1.2979,-0.2536
